flags,utterance,category,intent,Column1,Column2
BM,question about canceling my orders,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: question about canceling my orders

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: question about canceling my orders

Category: ORDER

<|endoftext|>"
BEP,I do not know how I could cancel my last order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I do not know how I could cancel my last order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I do not know how I could cancel my last order

Category: ORDER

<|endoftext|>"
BI,how do I cancel the last order I have made?,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: how do I cancel the last order I have made?

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how do I cancel the last order I have made?

Category: ORDER

<|endoftext|>"
BP,I would like information about canceling an order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I would like information about canceling an order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I would like information about canceling an order

Category: ORDER

<|endoftext|>"
B,assistance cancelling my order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: assistance cancelling my order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance cancelling my order

Category: ORDER

<|endoftext|>"
BI,how to cancel the last order I have made?,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: how to cancel the last order I have made?

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how to cancel the last order I have made?

Category: ORDER

<|endoftext|>"
BE,I am trying to find information about cancelling an order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I am trying to find information about cancelling an order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I am trying to find information about cancelling an order

Category: ORDER

<|endoftext|>"
BI,can you help me to cancel the last order I have made?,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: can you help me to cancel the last order I have made?

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me to cancel the last order I have made?

Category: ORDER

<|endoftext|>"
B,I need assistance cancelling an order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I need assistance cancelling an order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need assistance cancelling an order

Category: ORDER

<|endoftext|>"
BIP,how could I cancel the last order I have made?,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: how could I cancel the last order I have made?

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how could I cancel the last order I have made?

Category: ORDER

<|endoftext|>"
BEM,I am looking for information about order cancelations,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I am looking for information about order cancelations

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I am looking for information about order cancelations

Category: ORDER

<|endoftext|>"
BM,I have a problem with cancelling orders,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I have a problem with cancelling orders

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I have a problem with cancelling orders

Category: ORDER

<|endoftext|>"
BIM,can you give me information about cancelling orders?,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: can you give me information about cancelling orders?

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you give me information about cancelling orders?

Category: ORDER

<|endoftext|>"
B,I need assistance canceling the order I made,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I need assistance canceling the order I made

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need assistance canceling the order I made

Category: ORDER

<|endoftext|>"
BI,how can I cancel the last order I have made?,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: how can I cancel the last order I have made?

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how can I cancel the last order I have made?

Category: ORDER

<|endoftext|>"
B,help me canceling an order I made,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: help me canceling an order I made

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me canceling an order I made

Category: ORDER

<|endoftext|>"
B,I want assistance cancelling an order I have made,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I want assistance cancelling an order I have made

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want assistance cancelling an order I have made

Category: ORDER

<|endoftext|>"
B,I have a question about canceling the last order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I have a question about canceling the last order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I have a question about canceling the last order

Category: ORDER

<|endoftext|>"
BE,I do not know how to cancel the last order I made,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I do not know how to cancel the last order I made

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I do not know how to cancel the last order I made

Category: ORDER

<|endoftext|>"
BIP,would it be possible to cancel the last order I have made?,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: would it be possible to cancel the last order I have made?

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: would it be possible to cancel the last order I have made?

Category: ORDER

<|endoftext|>"
B,I want help to cancel the order I have made,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I want help to cancel the order I have made

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want help to cancel the order I have made

Category: ORDER

<|endoftext|>"
B,help me cancel the last order I made,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: help me cancel the last order I made

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me cancel the last order I made

Category: ORDER

<|endoftext|>"
BIP,could you help me cancelling the order I made?,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: could you help me cancelling the order I made?

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you help me cancelling the order I made?

Category: ORDER

<|endoftext|>"
B,I need assistance with canceling my last order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I need assistance with canceling my last order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need assistance with canceling my last order

Category: ORDER

<|endoftext|>"
BI,can you help me cancel the last order?,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: can you help me cancel the last order?

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me cancel the last order?

Category: ORDER

<|endoftext|>"
BE,I do not want to pay for the last order I have made,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I do not want to pay for the last order I have made

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I do not want to pay for the last order I have made

Category: ORDER

<|endoftext|>"
BI,is it possible to cancel the last order I made?,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: is it possible to cancel the last order I made?

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: is it possible to cancel the last order I made?

Category: ORDER

<|endoftext|>"
B,help with cancelling the last order I have made,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: help with cancelling the last order I have made

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help with cancelling the last order I have made

Category: ORDER

<|endoftext|>"
B,assistance cancelling the order I made,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: assistance cancelling the order I made

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance cancelling the order I made

Category: ORDER

<|endoftext|>"
B,I need help to cancel an order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I need help to cancel an order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need help to cancel an order

Category: ORDER

<|endoftext|>"
B,I have a problem with cancelling my last order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I have a problem with cancelling my last order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I have a problem with cancelling my last order

Category: ORDER

<|endoftext|>"
BM,I have problems with canceling the order I have made,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I have problems with canceling the order I have made

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I have problems with canceling the order I have made

Category: ORDER

<|endoftext|>"
B,I don't know how to cancel an order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I don't know how to cancel an order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know how to cancel an order

Category: ORDER

<|endoftext|>"
B,I am trying to cancel the last order,ORDER,cancel_order,"Classify the Intent of the Dialogue.

Dialogue: I am trying to cancel the last order

Intent: cancel_order

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I am trying to cancel the last order

Category: ORDER

<|endoftext|>"
